Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Target,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship
23,Female,2.57,1424,664,2.69,Engineering,0,9,3,3,9,0,65200,9,3,Mid,5,No
21,Male,3.82,1218,18,3.34,Engineering,1,5,0,4,10,1,59300,5,2,Entry,1,No
25,Male,3.5,1129,27,3.93,Engineering,2,5,2,9,3,3,41300,2,3,Mid,10,No
28,Female,2.13,1001,536,2.78,Law,1,7,1,8,1,2,71400,5,4,Entry,6,No
26,Male,3.43,1349,29,3.36,Medicine,0,4,1,8,6,4,54400,6,3,Senior,6,Yes
21,Female,3.05,1277,651,2.59,Law,0,4,0,1,1,5,40200,8,3,Entry,6,No
27,Male,3.8,1102,658,2.53,Medicine,4,0,5,5,3,0,83200,5,4,Senior,3,No
29,Male,2.63,1166,635,3.15,Business,2,0,1,6,7,0,59800,2,5,Mid,1,No
27,Male,3.15,1361,640,3.96,Engineering,3,5,3,9,4,5,56100,7,2,Entry,7,No
23,Other,3,1264,880,2.91,Mathematics,0,9,2,10,9,1,42700,5,1,Entry,6,No
18,Female,2.98,1003,117,3.88,Medicine,3,9,4,10,7,0,49500,2,3,Executive,5,No
21,Female,2.91,1010,132,3.83,Computer Science,2,4,2,6,5,2,37800,6,1,Entry,3,No
24,Male,2.41,1327,289,2.51,Mathematics,1,9,2,1,9,1,52800,7,1,Mid,6,No
29,Male,3.51,1368,718,2.8,Computer Science,2,5,4,1,3,1,58200,8,2,Entry,10,No
18,Other,2.9,1480,236,3.29,Medicine,4,8,5,7,8,1,25000,3,5,Senior,9,No
25,Male,3.92,1579,42,3.04,Mathematics,3,7,1,3,8,5,30700,4,5,Mid,8,No
29,Male,2.52,1460,160,2.19,Mathematics,3,6,1,7,4,2,36300,6,5,Senior,8,No
27,Female,3.37,1149,764,3.99,Business,1,6,2,5,1,3,27400,3,5,Senior,8,No
29,Male,3.88,1381,691,3.51,Arts,1,5,1,1,4,0,37600,6,4,Mid,1,No
28,Female,3.33,1230,125,2.88,Law,0,5,3,8,9,0,72100,9,1,Entry,7,No
23,Female,3.74,1486,260,3.24,Engineering,2,0,3,9,10,3,67100,5,1,Entry,1,No
22,Male,3.65,1100,276,2.18,Medicine,4,6,4,6,1,1,40700,2,4,Entry,7,No
27,Male,2.72,1353,213,2.99,Business,0,4,2,2,3,4,58300,10,2,Entry,2,No
28,Male,3.2,1403,963,3.86,Mathematics,2,6,5,9,8,2,32700,2,3,Entry,3,Yes
26,Female,2.31,1445,473,3.79,Law,1,5,3,2,3,1,79300,7,5,Senior,10,Yes
19,Female,3.07,1010,836,2.67,Arts,4,7,0,6,2,1,47000,4,5,Entry,2,No
22,Male,2.46,1443,702,3.06,Business,1,2,1,10,1,1,25000,9,4,Entry,10,No
23,Male,3.49,1108,570,3.39,Arts,1,7,5,4,9,0,83500,9,5,Mid,1,No
24,Female,3.06,1543,431,2.68,Computer Science,3,6,2,6,10,5,45500,6,4,Senior,5,No
22,Female,2.82,1517,715,2.13,Law,2,0,3,4,3,5,80500,10,3,Entry,8,No
26,Male,2.54,932,80,3.01,Law,0,2,4,3,7,5,63800,5,1,Entry,6,No
18,Male,4,1454,955,3.2,Arts,3,9,3,8,10,0,54400,7,5,Entry,4,No
24,Male,2.14,1006,228,2.01,Computer Science,2,3,0,5,3,5,25000,5,2,Entry,10,No
27,Female,2.09,1164,902,2.19,Engineering,2,8,3,1,8,4,51600,9,4,Mid,1,No
24,Other,2.43,1125,95,2.41,Medicine,2,5,2,8,9,2,26600,9,3,Mid,10,No
21,Male,3.94,1386,424,2.7,Mathematics,4,6,4,3,8,1,45000,7,2,Senior,2,No
26,Female,3.96,1078,973,3.08,Computer Science,3,4,4,4,5,5,52400,4,1,Senior,2,No
29,Male,3.31,1121,919,2.59,Business,0,2,0,9,10,0,69900,1,2,Senior,3,No
28,Male,3.76,1269,948,2.55,Arts,3,4,2,3,2,3,41000,4,4,Mid,2,Yes
22,Male,2.43,1536,516,3.74,Law,1,6,0,5,6,0,82300,3,5,Entry,4,No
21,Female,3.94,1066,165,2.29,Business,2,8,0,8,8,1,27000,1,1,Entry,4,No
24,Female,2.29,1562,426,2.99,Law,1,8,0,6,2,1,37800,10,4,Mid,5,No
21,Female,2.2,1452,997,3.91,Computer Science,3,7,3,3,6,0,52700,4,3,Senior,9,No
20,Male,2.22,1199,812,3.25,Law,0,4,1,8,7,3,25000,7,2,Mid,3,No
26,Male,3.15,1280,993,3.43,Mathematics,1,6,3,5,9,3,32300,2,2,Senior,6,No
28,Male,3.56,934,893,2.86,Law,1,3,2,6,9,1,57000,7,1,Entry,10,No
25,Female,2.73,1306,42,2.04,Mathematics,4,9,5,3,2,0,64000,6,1,Entry,4,Yes
18,Male,3.96,1401,797,3.29,Law,3,4,0,8,1,2,35400,9,3,Mid,7,No
24,Female,2.87,1213,741,3.26,Law,1,3,0,4,7,2,42100,2,3,Senior,4,No
26,Male,2.3,1000,403,2.22,Mathematics,3,2,1,9,6,1,57600,6,1,Entry,7,No
25,Male,2.93,1468,755,2.92,Mathematics,0,0,4,5,10,3,25000,6,4,Entry,1,No
25,Male,3.36,1114,724,3.83,Business,1,4,0,1,10,2,47300,6,4,Entry,9,Yes
23,Male,3.66,1567,416,2.41,Arts,0,1,3,9,10,0,46500,3,1,Entry,1,No
28,Male,2.92,1475,300,2.92,Medicine,1,5,0,8,4,4,76500,6,2,Entry,5,No
21,Male,3.19,961,55,2.92,Business,2,4,2,5,9,4,58000,9,5,Entry,8,No
25,Female,2.53,1268,336,3.62,Engineering,4,1,1,3,1,3,50300,3,3,Entry,8,No
20,Female,3.29,1267,901,3.65,Arts,4,7,5,9,7,5,61500,2,4,Entry,6,No
26,Male,3.97,1473,881,3.52,Arts,4,4,4,7,5,4,53300,8,5,Entry,6,No
19,Male,2.1,993,430,2.73,Mathematics,0,1,5,8,5,0,36000,3,2,Mid,2,No
19,Male,3.77,1368,972,2.14,Engineering,3,0,2,3,6,5,60800,5,3,Mid,4,No
29,Male,3.12,925,685,2.7,Mathematics,4,1,3,6,2,1,62900,5,4,Entry,8,No
29,Male,2.5,1334,789,3.36,Mathematics,1,0,5,4,3,1,45200,2,4,Entry,2,Yes
24,Female,3.91,1020,334,3.41,Computer Science,1,9,2,3,9,0,53000,2,2,Entry,6,No
29,Male,2.97,949,741,3.93,Engineering,2,9,5,4,4,1,79300,6,2,Entry,3,No
27,Male,2.66,935,406,2.91,Computer Science,0,2,0,2,6,0,53100,2,4,Entry,7,No
21,Male,2.36,1309,30,3.26,Medicine,1,2,1,5,3,0,46900,6,4,Entry,9,No
27,Male,2.49,1188,535,3.08,Computer Science,1,9,0,8,3,4,34900,7,5,Entry,8,Yes
25,Female,3.67,1278,517,2.3,Mathematics,2,0,1,5,9,5,36500,4,2,Mid,8,Yes
26,Male,3.23,999,575,2.92,Medicine,2,6,3,2,9,4,51400,10,2,Executive,9,No
24,Male,3.83,1223,221,3.09,Medicine,3,9,2,7,3,3,40600,4,5,Senior,2,Yes
22,Female,2.46,1228,827,3.9,Law,3,6,5,8,3,4,59000,3,2,Senior,6,No
25,Male,2.24,1547,990,2.73,Law,3,8,1,4,6,1,43700,1,1,Mid,9,No
21,Female,2.01,1120,594,3.96,Engineering,1,4,2,3,1,5,93000,4,3,Senior,2,Yes
19,Female,3.02,1466,494,3.08,Mathematics,2,3,5,8,5,4,53500,3,1,Mid,9,No
28,Male,4,1009,754,2.48,Medicine,0,4,1,10,9,0,26300,8,2,Entry,2,No
29,Female,3.39,1048,253,2.38,Mathematics,3,7,0,2,9,4,52800,5,5,Mid,9,No
23,Male,2.62,1305,564,2.28,Computer Science,4,7,1,7,8,1,44400,7,4,Entry,1,Yes
26,Female,3.75,1573,321,2.91,Business,1,3,1,10,6,3,60800,3,2,Entry,6,No
18,Male,3.56,1598,39,2.04,Law,0,7,4,8,9,5,50100,3,4,Entry,6,No
28,Male,2.03,1309,465,2.89,Arts,1,3,5,5,3,2,56200,6,3,Entry,2,No
27,Female,3.63,1028,771,3.98,Arts,3,3,5,7,9,5,90700,10,1,Mid,7,Yes
29,Female,2.6,1383,938,3.34,Computer Science,1,7,3,9,8,0,46800,4,3,Senior,10,Yes
24,Other,2.3,1007,839,3.52,Law,3,1,5,8,1,1,61000,8,4,Executive,4,No
27,Female,2.45,1288,411,2.24,Business,1,3,0,5,9,1,66600,3,3,Entry,4,No
26,Male,2.94,1324,412,2.95,Mathematics,3,0,0,4,8,2,54700,5,4,Executive,9,Yes
27,Male,2.85,1346,492,2.57,Medicine,2,0,2,3,8,3,25800,1,1,Mid,2,No
26,Male,2.58,967,438,3.79,Law,2,7,1,6,6,0,61700,1,4,Entry,9,No
27,Male,2.34,965,479,2.36,Computer Science,2,3,1,4,9,3,25000,8,1,Mid,9,No
28,Male,3.52,1555,783,2.92,Mathematics,2,5,5,4,8,2,75600,7,2,Entry,6,Yes
20,Female,3.98,1464,949,3.18,Medicine,2,4,1,7,2,0,30400,1,4,Entry,10,No
28,Male,3.56,1539,72,3.03,Law,4,9,0,10,6,4,79400,6,3,Mid,7,No
22,Male,2.59,1403,582,3.66,Engineering,1,5,4,5,8,3,51300,2,5,Mid,4,No
25,Male,2.49,1403,220,2.46,Business,2,3,2,1,6,4,63100,1,3,Entry,1,No
25,Female,2.44,1220,4,2.75,Arts,4,3,1,5,9,0,57700,10,5,Senior,9,No
21,Female,2.27,1479,862,3.58,Computer Science,4,6,4,6,5,2,64600,5,3,Mid,9,No
29,Female,3.1,1346,913,3.06,Arts,1,0,5,1,8,4,25000,5,4,Entry,1,Yes
28,Male,3.21,1473,290,2.8,Mathematics,1,8,3,3,10,4,40400,2,2,Mid,4,No
28,Female,3.41,1109,380,2.06,Medicine,3,9,0,6,2,1,56100,5,4,Entry,7,No
18,Male,3.36,1269,902,3.51,Medicine,3,2,3,7,5,0,50800,7,1,Entry,3,No
18,Female,2.58,1463,804,3.94,Engineering,2,3,0,7,1,5,44000,4,2,Senior,5,No
21,Female,2.66,1527,355,3.24,Medicine,0,8,2,7,5,2,52900,2,4,Entry,5,No
23,Male,3.36,1357,743,3.71,Medicine,3,4,5,9,7,1,46700,5,2,Entry,8,No
25,Female,2.7,1476,935,3.03,Mathematics,0,3,3,2,1,3,83100,6,1,Mid,9,No
23,Female,2.43,1541,80,2.46,Arts,3,5,2,3,10,2,70100,8,5,Mid,1,No
29,Male,2.75,1588,66,2.03,Arts,4,0,2,7,3,1,72300,9,2,Entry,2,No
26,Female,2.54,1062,136,3.31,Computer Science,4,9,2,6,6,3,77100,10,2,Mid,5,Yes
26,Male,2.18,1231,399,2.99,Computer Science,4,0,3,1,1,2,57400,8,1,Senior,1,No
19,Male,3.66,1563,703,3.56,Medicine,0,4,3,10,3,1,36000,7,4,Mid,6,No
27,Male,3.71,1249,347,3.39,Law,2,4,3,7,8,2,45800,9,5,Senior,6,No
18,Male,2.44,1569,848,3.98,Business,3,8,1,2,9,4,55300,9,2,Entry,3,Yes
19,Female,2.13,1367,961,3.02,Computer Science,3,0,2,4,7,1,52300,6,2,Entry,4,No
22,Male,3.48,1325,59,2.85,Medicine,0,2,5,7,4,4,30100,3,2,Entry,3,No
21,Female,2.42,1226,778,2.57,Law,4,2,1,4,7,1,55400,8,2,Mid,5,Yes
21,Male,2.79,1005,519,2.95,Law,2,3,0,6,7,4,33200,3,1,Senior,9,No
26,Other,2.13,1154,880,3.75,Arts,3,6,3,9,7,0,79100,1,2,Senior,10,Yes
28,Female,2.45,1257,714,2.08,Law,2,6,5,5,8,4,61700,4,5,Entry,3,No
25,Female,3.59,1343,844,3.96,Engineering,2,9,4,3,4,0,47100,9,1,Mid,2,No
23,Male,3.61,1012,977,3.99,Arts,1,4,0,6,4,5,51000,8,2,Executive,6,No
18,Male,2.41,929,237,3.2,Arts,2,8,2,4,9,2,75900,6,5,Entry,10,No
19,Male,2.67,1423,780,2.66,Engineering,1,6,2,9,8,3,27600,3,3,Mid,1,No
23,Female,2.27,1588,79,2.45,Mathematics,0,1,5,2,4,3,42800,3,3,Senior,9,No
28,Female,2.15,945,558,2.55,Mathematics,4,2,1,10,6,3,58000,7,5,Senior,10,No
19,Male,3.98,1070,755,2.1,Arts,1,6,3,5,9,0,25000,5,2,Entry,3,No
27,Male,3.31,1029,800,2.95,Computer Science,2,4,5,9,6,3,47900,3,2,Entry,3,Yes
22,Female,3.08,1252,672,2.11,Arts,4,6,3,10,5,3,43300,1,1,Mid,8,No
22,Male,3.53,1102,115,3.44,Engineering,2,8,0,7,7,4,87000,9,2,Senior,6,No
23,Female,3.68,1125,986,2.74,Medicine,2,8,5,5,2,5,48000,5,1,Mid,3,No
23,Female,3.61,979,462,2.4,Medicine,1,2,0,8,8,3,34500,7,2,Entry,6,No
23,Female,2.03,1209,626,3.09,Medicine,0,7,0,2,7,0,36700,10,4,Senior,6,Yes
19,Male,2.37,934,126,3.95,Mathematics,2,5,4,4,6,4,25000,9,4,Entry,3,Yes
27,Male,3.31,1463,602,3.39,Engineering,1,3,4,6,3,0,75300,4,5,Mid,6,No
20,Female,2.75,1060,573,2.98,Engineering,2,3,2,7,9,1,51600,5,4,Entry,10,No
23,Female,3.96,1495,965,3.55,Computer Science,4,3,2,8,2,3,47400,3,3,Entry,8,No
25,Male,3.33,1334,500,3.47,Engineering,0,6,2,4,4,0,64100,7,3,Entry,9,No
29,Male,3.91,1437,829,3.78,Law,2,5,5,9,2,0,58200,1,1,Entry,3,No
28,Female,2.4,1124,102,2.41,Medicine,0,1,3,7,6,4,50200,8,3,Senior,2,No
29,Female,3.73,1345,626,3.72,Engineering,0,4,2,2,7,1,35000,3,2,Entry,10,No
18,Female,2.64,1216,174,2.6,Business,4,4,1,9,9,1,41900,4,1,Entry,10,No
18,Other,3.98,1565,452,3.88,Mathematics,4,5,0,7,6,3,51900,10,4,Mid,7,No
28,Male,2.32,1313,92,2.56,Arts,3,6,5,5,6,5,60000,4,4,Mid,8,No
19,Male,3.03,994,695,3.85,Computer Science,0,7,3,3,5,2,30000,7,3,Mid,9,No
28,Female,3.59,1124,385,3.93,Medicine,2,9,4,9,10,2,48700,7,3,Entry,1,No
29,Female,2.87,1452,205,2.29,Law,4,7,0,7,10,4,69400,4,2,Entry,1,No
29,Male,2.94,1544,363,3.95,Law,2,4,2,3,4,3,31400,6,4,Entry,1,No
23,Male,3.97,965,707,2.17,Medicine,0,1,4,5,10,4,61200,8,3,Entry,4,Yes
26,Female,2.85,1296,817,2.44,Law,4,9,4,3,4,5,30500,10,4,Senior,3,No
21,Male,3.21,1109,498,2.89,Business,3,7,4,3,4,3,42000,4,4,Mid,7,No
20,Male,2.11,1373,537,3.99,Computer Science,0,5,5,7,5,1,25000,1,3,Entry,6,No
29,Female,3.68,1564,234,2.98,Mathematics,2,2,0,9,1,2,54500,7,4,Entry,3,Yes
25,Female,3.3,1583,16,3.1,Arts,3,3,3,5,2,0,38500,2,3,Mid,3,No
28,Female,2.81,1470,981,3.39,Computer Science,0,0,0,4,3,2,25000,3,5,Entry,5,No
27,Male,2.03,1595,141,3.94,Computer Science,4,2,1,4,7,3,52100,8,3,Mid,4,Yes
26,Female,3.18,1389,948,3.57,Mathematics,0,3,2,3,1,5,65900,2,4,Entry,9,No
29,Female,2.03,1079,620,2.45,Medicine,1,1,5,8,3,2,56100,2,5,Entry,1,No
28,Female,2,1423,420,2.61,Engineering,2,5,3,10,7,0,55400,4,4,Senior,1,No
22,Female,3.23,1358,456,2.2,Arts,4,7,5,1,6,1,61800,6,4,Entry,5,No
26,Male,2.38,967,300,3.29,Computer Science,4,5,3,3,2,1,39200,10,5,Mid,8,Yes
19,Male,2.38,1228,339,2.36,Business,1,9,2,2,4,3,51600,2,2,Entry,4,Yes
20,Male,3.31,1101,303,2.51,Mathematics,3,2,1,7,1,2,83000,9,5,Entry,9,No
24,Male,2.11,1374,892,3.78,Medicine,4,8,4,6,5,3,52200,2,4,Entry,7,No
24,Female,2.63,1417,592,2.65,Engineering,3,3,2,1,2,2,37500,9,4,Entry,3,No
23,Female,2.3,914,76,3.13,Engineering,3,5,4,3,8,4,55200,7,2,Entry,6,No
23,Female,3.16,941,788,2.8,Medicine,3,3,2,4,10,3,44300,3,5,Senior,6,No
19,Female,3.32,1442,914,2.15,Computer Science,0,3,0,10,6,2,49400,9,3,Executive,5,No
27,Male,3.44,1592,950,2.73,Mathematics,1,1,5,7,1,4,61200,9,4,Entry,8,No
23,Male,2.51,1188,780,2.82,Law,2,9,1,3,2,3,41900,6,5,Entry,1,No
21,Male,2.18,1432,624,3.79,Medicine,1,1,5,4,4,1,25000,2,1,Mid,10,No
29,Male,2.16,1593,921,2.65,Law,4,1,1,7,3,5,47400,7,4,Mid,4,No
20,Male,2.85,1595,316,2.76,Engineering,1,1,2,4,9,4,57400,4,3,Mid,7,Yes
28,Female,3.89,1143,500,3.57,Engineering,2,7,1,9,1,3,76200,4,4,Mid,6,Yes
19,Other,2.44,1560,75,3.52,Business,0,9,4,6,7,0,66100,7,5,Mid,7,No
18,Male,2.51,1511,726,3.6,Business,4,3,1,2,9,5,45000,5,2,Entry,3,Yes
28,Male,2.2,1466,366,3.91,Engineering,0,3,1,1,9,1,57200,1,1,Entry,3,No
28,Female,3.21,1597,546,3.59,Business,4,9,5,8,6,5,46300,3,3,Senior,1,No
22,Male,3.36,1497,653,2.82,Business,2,9,1,3,7,5,63300,7,4,Entry,7,No
19,Female,3.29,1073,678,3.64,Business,0,2,3,7,8,4,47600,9,3,Executive,4,No
19,Female,3.72,1433,396,3.02,Engineering,2,4,2,4,3,2,61300,9,2,Mid,9,Yes
24,Female,2.97,1408,231,2.56,Computer Science,2,3,0,3,5,0,75000,7,1,Mid,5,No
25,Male,2.27,1143,804,2.61,Computer Science,1,6,0,9,4,2,88200,5,3,Mid,5,No
27,Female,2.58,959,28,2.45,Mathematics,4,9,3,6,9,5,27600,4,5,Entry,9,No
25,Male,3.32,1003,475,2.29,Arts,3,6,5,6,9,0,25000,9,5,Entry,1,No
21,Female,3.23,1550,295,2.37,Business,3,5,3,6,4,3,35900,6,3,Senior,6,Yes
18,Male,3.06,1202,845,2.13,Computer Science,0,6,0,3,2,3,49100,10,1,Entry,8,No
28,Male,3.37,1570,427,3.78,Arts,2,6,4,6,1,2,42100,2,4,Entry,1,No
24,Female,3.27,976,872,3.86,Medicine,1,7,0,4,3,5,68700,3,5,Mid,10,No
18,Female,3.76,917,91,3.17,Business,4,0,0,2,2,2,38100,7,4,Mid,9,No
28,Female,3.17,1433,115,3.68,Computer Science,0,2,2,3,5,2,33300,4,4,Entry,8,No
21,Female,3.56,1083,159,2.37,Computer Science,2,2,0,4,6,4,70100,7,3,Entry,6,No
25,Female,2.5,1556,258,3.8,Law,3,4,0,1,9,5,58200,5,5,Entry,9,No
19,Male,3.36,1449,373,3.01,Computer Science,3,9,1,7,4,1,54500,1,3,Senior,3,No
23,Female,3.8,1180,850,2.13,Law,4,6,3,5,4,2,33300,10,2,Senior,4,No
23,Female,2.77,1187,90,2.28,Arts,4,9,0,9,4,3,66100,3,4,Senior,3,No
29,Female,3.56,1554,757,2.62,Law,4,5,0,6,1,5,46600,9,1,Senior,5,No
26,Female,3.45,1424,298,2.09,Medicine,0,3,4,8,3,5,52000,4,4,Mid,1,No
22,Male,2.12,1597,31,2.62,Mathematics,4,5,0,9,4,5,55100,5,1,Senior,1,Yes
27,Female,3.16,1373,829,2.12,Business,0,6,2,6,1,3,70800,2,3,Entry,2,No
21,Male,2.26,1166,358,2.47,Computer Science,1,3,5,7,5,2,56700,10,5,Entry,1,No
22,Male,3.93,1508,824,2.53,Mathematics,2,7,4,6,10,5,39700,8,4,Mid,3,Yes
29,Female,3.62,1256,470,3.99,Engineering,3,4,0,6,9,5,49900,1,2,Senior,2,No
29,Male,2.22,900,740,2.47,Business,0,2,5,2,1,2,60200,4,4,Mid,10,No
27,Female,2.24,926,851,2.48,Engineering,2,1,2,5,7,3,75500,6,1,Entry,7,No
28,Male,3.19,1447,128,3.37,Mathematics,4,0,3,6,2,4,43900,8,1,Senior,8,No
22,Male,2.69,1059,782,3.72,Arts,3,3,0,10,10,5,42600,4,1,Mid,2,No
25,Female,2.07,1298,270,2.77,Computer Science,0,1,3,5,9,0,61400,2,5,Mid,4,No
27,Female,3.08,1442,498,3.75,Business,4,2,0,4,4,3,36700,4,2,Mid,8,No
29,Female,2.78,1026,413,2.68,Business,2,0,4,6,3,0,40500,1,2,Mid,10,No
25,Female,2.2,1109,209,2.39,Computer Science,1,5,4,6,7,2,50400,8,1,Entry,1,No
19,Female,3.6,1049,690,2.66,Mathematics,2,3,5,8,6,1,56600,9,2,Entry,8,Yes
24,Male,3.83,930,306,3.22,Medicine,0,4,2,8,10,2,65300,3,2,Executive,8,No
25,Male,3.51,1511,191,2.73,Arts,1,7,1,10,8,2,52500,8,3,Entry,2,Yes
28,Male,3.64,1201,357,3.35,Computer Science,1,3,5,1,9,2,51300,9,2,Mid,3,No
23,Female,2.43,1582,457,2.47,Law,4,5,5,2,7,5,58600,8,1,Entry,9,No
22,Female,2.53,1156,449,3.4,Business,2,2,2,1,6,3,27000,2,5,Senior,10,No
28,Male,2.42,956,68,2.69,Medicine,0,7,0,10,8,3,51200,2,3,Mid,5,Yes
26,Female,3.53,908,839,2.91,Business,1,2,3,7,9,1,74200,10,2,Mid,7,No
20,Female,3.9,904,779,3.12,Engineering,4,6,3,8,8,0,61700,4,3,Entry,5,No
29,Male,3.43,1013,782,3.37,Business,1,6,0,3,6,0,49600,1,4,Entry,10,No
27,Male,3.76,1584,874,2.48,Arts,2,2,1,3,8,0,61000,3,3,Mid,2,No
21,Female,3.28,1104,467,3.67,Computer Science,3,2,1,7,9,2,31500,4,3,Entry,2,Yes
26,Female,2.78,923,360,3.44,Business,0,9,1,8,6,1,56500,2,3,Mid,1,No
23,Female,2.85,1392,387,2.47,Law,3,9,0,6,6,2,49500,7,2,Mid,6,No
25,Male,2.15,1581,128,3.95,Engineering,2,7,4,8,2,1,51500,10,3,Senior,7,No
24,Other,2.06,1305,776,3.33,Engineering,3,2,5,2,9,4,44500,3,5,Entry,5,No
28,Male,3.39,1002,733,2.9,Computer Science,2,1,4,7,8,3,71100,7,2,Mid,3,No
19,Male,2.88,959,754,2.32,Engineering,2,4,0,5,5,5,42600,7,1,Mid,10,No
20,Other,3.1,985,485,3.07,Mathematics,4,6,4,6,10,5,34000,9,4,Entry,10,No
18,Male,3.12,1576,244,2.33,Computer Science,3,7,1,7,3,5,27800,4,1,Mid,9,No
26,Female,2.55,1271,939,2.86,Arts,1,0,4,9,9,2,25000,4,2,Entry,8,No
24,Male,2.95,1578,905,2.82,Computer Science,2,1,0,7,10,4,53300,1,1,Entry,2,No
18,Female,2.94,1495,19,3.44,Medicine,3,6,5,1,7,0,38200,6,4,Entry,3,No
20,Female,2.78,1101,396,2.38,Engineering,1,8,4,5,9,5,30500,6,3,Entry,7,No
21,Male,3.64,1501,667,3.64,Engineering,0,2,4,4,7,4,46000,7,1,Senior,9,No
21,Female,2.9,988,229,2.65,Law,1,7,4,8,8,5,60300,9,2,Entry,2,Yes
22,Male,3.21,1336,368,2.89,Business,3,9,4,7,10,3,48500,10,5,Entry,10,No
20,Female,3.79,1019,58,3.54,Medicine,3,2,5,4,5,5,52000,10,4,Entry,7,No
20,Male,3.73,1055,281,3.25,Mathematics,1,3,0,3,10,3,67600,10,1,Mid,8,Yes
18,Male,3.78,1298,557,2.62,Business,1,1,2,6,10,5,62400,9,5,Mid,6,No
24,Male,2.54,1599,102,2.77,Computer Science,2,8,4,8,6,5,51700,5,4,Entry,6,No
28,Male,2.07,1087,48,2.61,Arts,3,4,2,3,8,3,35200,2,1,Entry,8,No
27,Female,2.52,951,562,3.19,Law,2,4,5,5,7,5,41800,1,2,Senior,3,No
18,Male,2.56,1551,593,2.67,Engineering,2,3,0,10,1,4,50400,2,5,Entry,8,No
19,Male,3.82,1430,812,3.45,Mathematics,0,4,3,1,10,0,60800,2,5,Entry,10,No
21,Male,3.3,1379,59,3.16,Mathematics,3,0,2,10,4,2,55100,1,1,Entry,1,No
21,Male,2.16,1486,161,2.29,Arts,2,9,0,10,8,5,40700,8,1,Entry,2,No
22,Female,2.27,1129,103,2.62,Computer Science,0,9,3,8,9,0,56000,3,2,Mid,6,Yes
28,Other,2.31,1380,846,2.44,Computer Science,2,5,4,7,6,1,75600,10,2,Mid,2,No
19,Male,3.26,1029,412,2.78,Medicine,2,3,5,8,4,1,54400,10,3,Entry,10,No
21,Female,3.47,954,786,3.03,Business,3,3,5,2,2,2,59200,8,1,Entry,2,No
18,Female,3.72,1170,183,3.01,Engineering,1,4,0,7,9,5,44800,6,2,Entry,3,No
19,Male,3.88,999,417,3.51,Mathematics,1,0,1,4,1,5,47100,1,1,Mid,3,No
18,Female,2.4,968,116,2.38,Engineering,3,3,3,2,5,3,25000,7,2,Mid,4,Yes
27,Female,2.62,1198,874,3.89,Mathematics,1,9,1,9,8,2,52100,3,4,Executive,9,No
27,Female,2.48,1428,399,2.69,Arts,4,2,5,5,4,4,25000,9,2,Mid,9,No
21,Female,2.72,1253,957,2.6,Medicine,1,4,5,7,1,5,27200,9,2,Mid,2,Yes
21,Male,3.83,1527,779,3.37,Law,2,9,4,4,4,3,55000,4,4,Mid,2,No
24,Female,3.15,1051,676,3.61,Computer Science,2,4,4,10,5,2,35200,2,4,Entry,6,No
27,Female,3.48,1229,655,2.76,Medicine,0,7,2,4,5,2,25000,10,3,Mid,5,Yes
28,Female,2.98,1015,437,3.49,Engineering,3,0,5,3,1,4,51000,9,2,Entry,5,No
28,Female,2.06,1441,318,3.77,Law,0,2,4,1,2,4,26900,5,4,Mid,7,Yes
26,Male,2.13,1222,816,3.53,Business,2,4,2,2,6,0,65800,8,3,Entry,9,No
26,Other,3.08,1462,606,2.07,Arts,2,2,3,9,10,1,57100,9,3,Entry,1,No
22,Female,3.44,1471,250,3.65,Computer Science,0,5,1,1,5,2,77400,1,1,Mid,5,No
27,Male,2.43,1128,911,3.55,Computer Science,4,9,3,5,9,0,55900,3,4,Mid,5,No
18,Male,3.44,1259,447,3.34,Computer Science,1,2,1,2,7,3,78300,7,5,Mid,5,No
18,Female,3.62,904,497,3.52,Business,4,5,0,4,5,3,35500,2,4,Mid,9,No
23,Male,2.82,927,343,3.96,Engineering,4,7,3,7,9,1,40900,4,4,Entry,6,No
19,Male,3.49,1263,427,2.86,Engineering,4,3,0,5,1,3,54400,4,3,Senior,8,No
25,Male,2.81,1361,818,2.13,Medicine,4,7,1,1,3,1,48100,7,4,Entry,8,No
26,Male,3.36,1130,828,2.92,Law,1,6,5,3,2,3,52200,2,4,Entry,6,No
21,Male,3.53,1294,240,2.09,Mathematics,3,3,5,10,7,3,49600,8,3,Entry,6,Yes
22,Male,3.98,1170,59,2.59,Medicine,0,2,2,9,9,2,46900,8,3,Mid,10,No
28,Male,2.69,1203,527,3.17,Engineering,4,4,3,1,2,4,35900,6,1,Entry,8,No
25,Female,2.82,1282,797,2.62,Computer Science,4,4,3,10,6,2,39000,4,1,Entry,1,No
20,Female,2.33,1457,203,3.37,Business,0,6,2,4,2,0,36600,2,4,Entry,9,No
22,Male,2.41,927,749,3.64,Engineering,0,0,2,5,3,4,35300,3,4,Mid,9,No
20,Male,3.39,1418,466,2.84,Business,3,8,4,10,1,2,51000,3,2,Mid,8,Yes
29,Female,3.83,1098,296,3.8,Arts,2,1,5,3,6,4,39200,3,5,Mid,4,No
27,Male,2.79,1505,287,2.16,Computer Science,3,8,4,3,2,4,42100,4,2,Executive,1,Yes
